srcip,dstip,proto,dur,sbytes,dbytes,service,attack_cat,label
59.166.0.2,149.171.126.9,tcp,0.877795,7818,15328,-,,0
59.166.0.3,149.171.126.3,tcp,0.075613,3806,53008,-,,0
175.45.176.3,149.171.126.17,tcp,0.613458,172,86,-,,0
59.166.0.1,149.171.126.5,udp,0.001026,146,178,dns,,0
59.166.0.7,149.171.126.6,tcp,0.011863,2334,14994,-,,0
59.166.0.5,149.171.126.8,tcp,0.261038,3910,52378,-,,0
59.166.0.5,149.171.126.6,udp,0.001019,146,178,dns,,0
59.166.0.1,149.171.126.0,tcp,1.156833,7814,15924,-,,0
59.166.0.0,149.171.126.6,tcp,0.031413,3494,45470,-,,0
59.166.0.5,149.171.126.7,tcp,0.019786,2870,28048,-,,0
59.166.0.4,149.171.126.9,udp,0.004394,568,312,-,,0
59.166.0.7,149.171.126.8,tcp,0.023606,37180,3380,smtp,,0
59.166.0.8,149.171.126.6,udp,0.001062,146,178,-,,0
59.166.0.7,149.171.126.9,udp,0.001103,130,162,dns,,0
59.166.0.1,149.171.126.6,tcp,1.00505,1580,10168,http,,0
59.166.0.1,149.171.126.3,tcp,0.615402,1920,4312,-,,0
59.166.0.4,149.171.126.0,tcp,0.860602,320,1878,-,,0
59.166.0.7,149.171.126.2,tcp,0.034601,3806,53008,-,,0
175.45.176.0,149.171.126.10,tcp,0.207042,1070,268,http,Exploits,1
59.166.0.9,149.171.126.7,tcp,0.014018,2646,24316,-,,0
59.166.0.5,149.171.126.9,tcp,1.208915,1684,10168,http,,0
59.166.0.4,149.171.126.2,udp,0.001125,146,178,dns,,0
59.166.0.3,149.171.126.3,tcp,0.653497,4344,3080,-,,0
59.166.0.0,149.171.126.4,udp,0.004706,568,320,-,,0
59.166.0.0,149.171.126.7,udp,0.000984,130,162,dns,,0
59.166.0.5,149.171.126.2,tcp,1.009924,1684,10168,http,,0
59.166.0.0,149.171.126.4,tcp,0.786762,7818,15828,-,,0
59.166.0.1,149.171.126.6,tcp,0.005866,2062,2424,-,,0
59.166.0.3,149.171.126.8,tcp,1.417428,3296,113018,-,,0
59.166.0.7,149.171.126.8,tcp,0.006279,1920,4312,-,,0
59.166.0.2,149.171.126.2,tcp,0.027758,1540,1644,-,,0
59.166.0.7,149.171.126.3,udp,0.001063,146,178,dns,,0
59.166.0.5,149.171.126.7,udp,0.001085,146,178,-,,0
59.166.0.0,149.171.126.4,tcp,0.030031,3926,56022,-,,0
59.166.0.3,149.171.126.9,udp,0.00099,146,178,dns,,0
175.45.176.1,149.171.126.18,udp,5e-06,114,0,dns,Generic,1
59.166.0.7,149.171.126.5,tcp,0.057979,3390,41228,-,,0
59.166.0.7,149.171.126.7,udp,0.001037,146,178,dns,,0
59.166.0.3,149.171.126.4,tcp,1.162022,890,6216,http,,0
59.166.0.4,149.171.126.7,udp,0.001014,130,162,dns,,0
59.166.0.3,149.171.126.2,udp,0.001091,146,178,dns,,0
59.166.0.5,149.171.126.3,udp,0.001064,146,178,-,,0
59.166.0.9,149.171.126.3,tcp,1.219081,1684,10168,http,,0
59.166.0.4,149.171.126.2,tcp,0.388626,4672,3080,-,,0
59.166.0.8,149.171.126.6,tcp,0.012192,2558,23532,-,,0
59.166.0.1,149.171.126.7,tcp,1.029023,1580,10168,http,,0
59.166.0.8,149.171.126.0,udp,0.001041,146,178,dns,,0
